chr	pos	rate	cM
chr22	87705	0.0458794	0
chr22	152611	0.0995002	0.00297784833640003
chr22	178586	0.2596075	0.00556236603139992
chr22	196300	0.245745	0.0101610532864003
chr22	202602	0.286526	0.0117097382763998
chr22	239552	0.7073945	0.0222968739764001
chr22	254399	0.247633	0.0327995601178998
chr22	264904	0.971608999999998	0.0354009447829003
chr22	265194	0.26622	0.0356827113929
chr22	273728	12.55985	0.0379546328728993
chr22	275394	1.80643	0.0588793429729014
chr22	281931	0.756235999999993	0.0706879758829042
chr22	282666	0.734708999999999	0.0712438093429034
chr22	285049	1.0378905	0.0729946208899047
chr22	285949	1.2805295	0.0739287223399025
chr22	289118	0.956534999999999	0.0779867203254022
chr22	294251	0.237456000000001	0.0828966144804029
chr22	301217	1.800273	0.0845507329764034
chr22	304246	0.402666499999996	0.0900037598933997
chr22	306104	1.08967950000003	0.0907519142504005
chr22	306270	0.618869499999998	0.0909328010474006
chr22	306941	0.209108499999999	0.0913480624818988
chr22	310741	0.317266500000003	0.0921426747818992
chr22	312596	0.203812499999999	0.0927312041393989
chr22	317233	0.524818500000001	0.0936762827018994
chr22	318150	1.02497449999998	0.0941575412663981
chr22	318333	0.587514500000007	0.0943451115998979
chr22	319156	0.413476999999998	0.0948286360333982
chr22	320986	0.386500500000001	0.0955852989433989
chr22	323181	0.500478999999997	0.0964336675408991
chr22	324504	0.469975000000001	0.0970958012578987
chr22	326181	1.28828500000002	0.0978839493328974
chr22	326432	2.137863	0.0982073088679003
chr22	329601	2.489141	0.1049821967149
chr22	338134	2.18261499999999	0.1262220368679
chr22	339404	2.966505	0.128993957917895
chr22	387757	2.70319	0.272433374182902
chr22	394989	1.12055499999996	0.291982844262898
chr22	395610	0.573711000000005	0.2926787089179
chr22	397875	0.957672500000026	0.293978164332899
chr22	398490	1.80533499999975	0.294567132920399
chr22	398508	1.84980049999997	0.2945996289504
chr22	398800	0.462830500000001	0.295139770696404
chr22	403936	1.30662399999998	0.297516868144404
chr22	404511	0.706149000000002	0.298268176944401
chr22	407349	1.62877749999999	0.300272227806401
chr22	407566	0.312936499999999	0.3006256725239
chr22	409957	1.06584450000005	0.3013739036954
chr22	410126	1.00589399999993	0.301554031415903
chr22	410373	2.89609250000001	0.301802487233901
chr22	411899	1.00139699999999	0.306221924388897
chr22	412216	16.215215	0.306539367237899
chr22	412806	27.297895	0.316106344087883
chr22	414103	2.04479999999999	0.35151171390291
chr22	414640	1.16510950000001	0.352609771502905
chr22	415572	0.376379999999999	0.353695653556908
chr22	423369	0.958022000000012	0.356630288416908
chr22	423930	0.362567	0.357167738758906
chr22	428815	1.374935	0.358938878553906
chr22	429075	1.11521499999993	0.359296361653907
chr22	429434	0.485925500000008	0.359696723838907
chr22	433210	0.380746	0.361531578526906
chr22	436846	0.320171499999998	0.362915970982906
chr22	442154	0.658952999999991	0.364615441304906
chr22	445502	0.54196300000001	0.366821615948908
chr22	450538	0.776272999999985	0.369550941616908
chr22	452966	0.369541000000001	0.371435732460907
chr22	462185	0.558945000000006	0.374842530939907
chr22	467411	1.6681649999992	0.377763577509905
chr22	467474	1.25742000000013	0.377868671904907
chr22	467684	0.424079000000003	0.378132730104906
chr22	470779	0.720431499999996	0.379445254609907
chr22	475921	0.571207000000002	0.383149713382906
chr22	488195	4.19378049999999	0.390160708100907
chr22	489577	3.42220100000005	0.395956512751905
chr22	489890	4.99311999999995	0.3970276616649
chr22	490932	4.21768	0.402230492704908
chr22	492203	1.51638749999995	0.407591163984905
chr22	492452	20.658035	0.407968744472405
chr22	493708	1.9889349999996	0.433915236432436
chr22	493792	1.73048300000007	0.434082306972431
chr22	494101	2.63094550000005	0.434617026219433
chr22	494547	1.95185499999999	0.435790427912434
chr22	499890	2.97667	0.446219189177433
chr22	504945	1.3093115	0.461266256027429
chr22	524190	1.97271499999904	0.486463955844932
chr22	524203	1.08595699999998	0.48648960113993
chr22	525584	0.869167999999982	0.487989307756928
chr22	525970	0.307744000000009	0.48832480660493
chr22	529814	0.4052425	0.489507774540929
chr22	541673	1.184428	0.49431354534843
chr22	542650	0.804995999999998	0.495470731504429
chr22	544834	1.00538200000003	0.497228842768431
chr22	545859	0.609702999999997	0.49825935931843
chr22	549526	0.238950999999996	0.50049514021943
chr22	556467	0.886173000000055	0.50215369911043
chr22	557144	0.448877500000002	0.50275363823143
chr22	561913	0.541848000000001	0.50489433502893
chr22	565013	0.983967999999978	0.50657406382893
chr22	565909	1.00796799999999	0.50745569915693
chr22	567699	3.60204000000001	0.50925996187693
chr22	571355	9.29235999999999	0.522429020116928
chr22	575800	6.36548000000001	0.563733560316933
chr22	580362	2.27502000000029	0.592772880076932
chr22	580394	13.9943904999999	0.592845680716926
chr22	580813	2.65092500000008	0.598709330336438
chr22	581025	3.465115	0.599271326436441
chr22	582234	2.59543500000004	0.603460650471439
chr22	582877	20.0671	0.605129515176439
chr22	583851	49.0314	0.624674870576427
chr22	585441	0.773121000000097	0.702634796576436
chr22	586471	0.658167999999992	0.703431111206437
chr22	587680	1.20598249999997	0.704226836318436
chr22	588305	1.101121	0.704980575380936
chr22	589209	2.07467999999906	0.705975988764938
chr22	589246	1.26122300000002	0.706052751924936
chr22	591851	1.59026099999996	0.709338237839934
chr22	593685	3.48994550000003	0.712254776513938
chr22	594915	4.42354199999999	0.716547409478937
chr22	596229	2.82123000000034	0.72235994366694
chr22	596388	1.18453849999999	0.72280851923694
chr22	599844	1.04413400000001	0.72690228429294
chr22	603801	0.783542000000023	0.73103392253094
chr22	604379	0.676220999999992	0.73148680980694
chr22	605824	3.48983249999999	0.732463949151938
chr22	611515	0.866316500000018	0.752324585909446
chr22	612696	0.431017000000019	0.753347705695945
chr22	615213	0.49873049999999	0.754432575484946
chr22	617962	1.53148299999955	0.755803585629445
chr22	618142	1.89645500000355	0.756079252569445
chr22	618164	0.687965499999988	0.756120974579448
chr22	619292	0.72831249999997	0.756896999663449
chr22	621704	2.01048950000003	0.758653689413448
chr22	622267	2.40429300000007	0.759785595001948
chr22	623408	2.43564949999998	0.762528893314949
chr22	624072	2.2977255	0.76414616458295
chr22	626665	2.25064649999999	0.770104166804444
chr22	628604	2.37954800000001	0.774468170367944
chr22	630486	0.887260999999997	0.778946479703949
chr22	634050	0.790597500000008	0.782108677907946
chr22	638685	0.596899999999998	0.785773097320447
chr22	644131	0.761589000000004	0.789023814720448
chr22	647862	5.472839	0.791865303279447
chr22	649774	0.504781999999985	0.802329371447452
chr22	655732	1.18007950000007	0.805336862603451
chr22	656724	0.638254499999974	0.806507501467451
chr22	658341	0.945050000000021	0.807539558993951
chr22	661178	3.32400049999996	0.810220665843951
chr22	663117	1.62527500000005	0.816665902813451
chr22	663705	1.94763999999994	0.817621564513452
chr22	663860	1.21581900000004	0.817923448713451
chr22	665413	5.607705	0.819811615620452
chr22	669151	3.5383149999998	0.840773216910444
chr22	669306	13.8535400000001	0.841321655735442
chr22	670224	2.05434999999733	0.854039205455472
chr22	670256	19.3735	0.854104944655467
chr22	674117	32.23589	0.928906028155478
chr22	675900	1.20099499999994	0.986382620025466
chr22	676590	1.52513999999982	0.987211306575469
chr22	676848	1.0530995	0.987604792695467
chr22	677699	0.864037500000015	0.988500980369968
chr22	682165	1.95100999999957	0.992359771844969
chr22	682294	1.374354	0.992611452134964
chr22	688402	14.808765	1.00100600636697
chr22	691795	4.42119999999992	1.05125214601195
chr22	692634	6.89407	1.05496153281196
chr22	695788	5.90566500000002	1.07670542959195
chr22	697781	4.72653499999994	1.08847541993695
chr22	698080	4.36102499999999	1.08988865390196
chr22	699630	5.21583000000015	1.09664824265195
chr22	700284	0.854453999999949	1.10005939547195
chr22	701234	0.531236499999999	1.10087112677195
chr22	704382	0.818860500000029	1.10254345927395
chr22	705622	1.32370999999956	1.10355884629395
chr22	705808	3.62791500000002	1.10380505635395
chr22	709828	7.07740499999998	1.11838927465395
chr22	710860	19.094635	1.12569315661394
chr22	712611	18.3625	1.15912786249892
chr22	714695	17.0509500000001	1.19739531249892
chr22	716578	28.1779499999999	1.22950225134891
chr22	718119	5.27385000000003	1.272924472299
chr22	718606	4.90117000000019	1.275492837249
chr22	718911	7.14068	1.27698769409898
chr22	721595	4.63660999999998	1.296153279219
chr22	722024	4.58748499999983	1.298142384909
chr22	722442	3.66550500000125	1.300059953639
chr22	722536	1.6393249999998	1.300404511109
chr22	722885	1.54073500000004	1.300976635534
chr22	724093	8.78044999999999	1.302837843414
chr22	725150	17.243455	1.31211877906399
chr22	726531	99.6758	1.33593199041903
chr22	729044	1.8956650000003	1.58641727581872
chr22	729730	1.59506249999992	1.58771770200872
chr22	731977	2.25601000000018	1.59130180744622
chr22	732654	2.900005	1.59282912621622
chr22	733896	3.86865499999993	1.59643093242623
chr22	735191	101.8496	1.60144084065122
chr22	738100	14.8751049999998	1.89772132705111
chr22	739107	10.582805	1.91270055778613
chr22	741082	31.15945	1.93360159766111
chr22	744553	1.66340500000003	2.04175604861115
chr22	746101	1.85039499999975	2.04433099955115
chr22	746528	1.96967500000022	2.04512111821615
chr22	747195	1.11475799999999	2.04643489144115
chr22	754904	1.27282650000001	2.05502856086315
chr22	759549	1.74246000000011	2.06094083995565
chr22	760350	1.3202964999999	2.06233655041565
chr22	761425	15.726535	2.06375586915315
chr22	764735	9.39800500000001	2.11581070000319
chr22	766115	4.26345999999997	2.12877994690316
chr22	768221	6.43641700000003	2.13775879366317
chr22	770181	4.97878849999999	2.15037417098317
chr22	776109	2.81528400000002	2.17988842921118
chr22	777367	2.43735950000006	2.18343005648318
chr22	778499	3.57445849999998	2.18618914743717
chr22	781035	2.1082395000002	2.19525397419317
chr22	781555	2.12195349999999	2.19635025873317
chr22	782813	5.65036500000001	2.19901967623617
chr22	783564	8.86024999999971	2.20326310035116
chr22	783945	2.43272500000029	2.20663885560117
chr22	784602	1.64635000000004	2.20823715592617
chr22	784903	0.932127499999968	2.20873270727617
chr22	787294	1.97668999999977	2.21096142412867
chr22	787760	1.65612499999996	2.21188256166867
chr22	789010	11.0562500000002	2.21395271791867
chr22	790349	7.17574499999983	2.22875703666865
chr22	791564	8.9637250000001	2.23747556684366
chr22	792740	5.59813000000019	2.24801690744364
chr22	793012	4.88880500000036	2.24953959880365
chr22	793206	6.70519499999978	2.25048802697366
chr22	793922	3.31805649999993	2.25528894659364
chr22	795408	2.13270000000043	2.26021957855263
chr22	795925	6.15909549999996	2.26132218445264
chr22	798800	2.07937049999991	2.27902958401514
chr22	799368	2.1214150000004	2.28021066645914
chr22	799387	2.00696000000009	2.28025097334414
chr22	799529	1.71115600000009	2.28053596166414
chr22	800461	1.92533999998634	2.28213075905613
chr22	800472	0.673320000000033	2.28215193779614
chr22	803593	1.83448500000007	2.28425336951614
chr22	803786	2.39815999999993	2.28460742512113
chr22	805037	2.00111500000003	2.28760752328113
chr22	810053	2.8693199999998	2.29764511612114
chr22	810483	1.97903999999999	2.29887892372114
chr22	818918	3.23430000000008	2.31557212612114
chr22	819986	3.27336	2.31902635852114
chr22	823261	12.3782349999999	2.32974661252113
chr22	825432	13.4352500000001	2.35661976070614
chr22	826367	19.2565	2.36918171945617
chr22	827684	37.8055	2.39454252995617
chr22	829955	39.4922249999999	2.48039882045618
chr22	831813	2.64663000000026	2.55377537450613
chr22	832142	1.28945200000002	2.55464611577613
chr22	838809	2.78525999999613	2.56324289226013
chr22	838849	3.02488	2.56335430266013
chr22	840410	1.95466899999998	2.56807614034012
chr22	844295	2.31290300000004	2.57567002940512
chr22	846171	2.08339499999998	2.58000903543312
chr22	848268	1.80106450000004	2.58437791474813
chr22	851514	2.24755500000002	2.59022417011513
chr22	853714	15.67515	2.59516879111513
chr22	856960	18.8726	2.64605032801514
chr22	860253	4.69008499999994	2.70819779981512
chr22	860752	6.01651999999981	2.71053815223013
chr22	861476	48.91315	2.71489411271012
chr22	862268	16.413775	2.75363332751015
chr22	866198	1.757764	2.81813946326015
chr22	867549	1.73270750000009	2.82051420242415
chr22	868536	0.897993999999979	2.82222438472665
chr22	873099	1.07141000000006	2.82632193134865
chr22	874624	0.837310499999949	2.82795583159865
chr22	877774	0.982985000000052	2.83059335967365
chr22	880070	0.856800999999993	2.83285029323365
chr22	883220	0.881296000000036	2.83554921638365
chr22	885697	1.11242499999957	2.83773218657565
chr22	886108	0.575634999999996	2.83818939325065
chr22	888609	1.26710000000063	2.83962905638565
chr22	888891	0.825875499999938	2.83998637858565
chr22	890073	2.80142500000018	2.84096256342665
chr22	890558	20.7930999999999	2.84232125455165
chr22	891078	6.09409499999984	2.85313366655168
chr22	891554	6.90886500000011	2.85603445577168
chr22	892618	11.09756	2.86338548813167
chr22	894083	3.21931999999961	2.87964341353167
chr22	894395	3.6552250000001	2.88064784137167
chr22	896610	3.26409	2.88874416474667
chr22	899113	2.29157499999898	2.89691418201667
chr22	899136	2.31878999999962	2.89696688824167
chr22	899175	12.7404	2.89705732105167
chr22	899518	4.31067499999909	2.90142727825168
chr22	899634	24.7558400000006	2.90192731655168
chr22	899841	5.13407499999995	2.90705177543167
chr22	901683	8.12650500000028	2.91650874158167
chr22	902056	17.7937	2.91953992794669
chr22	903330	1.84485000000002	2.94220910174667
chr22	903550	1.70603499999982	2.94261496874667
chr22	903914	1.86570499999938	2.94323596548667
chr22	904078	1.42808000000013	2.94354194110667
chr22	904959	0.769958499999968	2.94480007958667
chr22	908162	5.61858550000011	2.94726625666217
chr22	909524	6.30361000000004	2.95491877011317
chr22	909984	2.55569499999339	2.95781843071317
chr22	909998	1.07663099999988	2.95785421044317
chr22	910586	1.34687600000062	2.95848726947117
chr22	910844	2.88972000000007	2.95883476347917
chr22	912139	1.00644999999999	2.96257695087917
chr22	929926	1.90478149999955	2.98047867702917
chr22	930263	1.89153800000024	2.98112058839467
